Order,Lot Frontage,Lot Area,Overall Qual,Overall Cond,Year Built,Age,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Bedroom AbvGr,TotRms AbvGrd,Fireplaces,Garage Cars,Garage Area,Wood Deck SF,Open Porch SF,Misc Val,SalePrice
1366,,7920,6,7,1920,103,0,0,319,319,1035,371,0,1406,3,6,0,0,0,0,144,0,89500
1367,49,8235,5,7,1955,68,180,645,0,825,825,0,0,825,2,4,0,2,720,140,50,0,125000
1368,60,5586,6,7,1920,103,0,0,901,901,1088,110,0,1198,4,7,0,0,0,0,98,0,79900
1369,60,10320,5,8,1912,111,0,0,451,451,759,0,0,759,1,5,0,2,576,40,0,0,85000
1370,60,10320,3,3,1915,108,0,0,536,536,808,536,0,1344,3,8,0,0,0,42,0,0,82375
1371,60,10320,6,7,1906,117,0,0,756,756,756,713,0,1469,3,7,0,1,216,57,0,0,135000
1372,82,9488,5,6,1947,76,0,0,1046,1046,1054,0,0,1054,3,6,0,1,240,0,60,0,124000
1373,55,8250,5,5,1968,55,250,492,210,952,1211,0,0,1211,3,5,1,1,322,0,63,0,134000
1374,115,21286,5,5,1948,75,0,0,720,720,720,551,0,1271,4,7,1,1,312,0,0,0,135000
1375,80,17120,4,4,1959,64,0,0,0,0,1120,468,0,1588,4,7,1,2,680,0,59,0,134432
1376,62,10106,5,7,1940,83,351,181,112,644,808,547,0,1355,4,6,0,0,0,140,0,0,127500
1377,,11235,5,6,1963,60,784,0,197,981,1075,0,0,1075,3,6,0,2,440,64,0,0,148000
1378,70,11200,5,5,1965,58,906,0,134,1040,1040,0,0,1040,3,5,0,1,384,0,0,0,129500
1379,80,13014,6,5,1978,45,528,0,480,1008,1096,0,0,1096,3,6,1,2,484,168,0,0,157500
1380,,7162,5,7,1966,57,0,0,876,876,904,0,0,904,3,6,0,1,408,0,0,0,109900
1381,68,10265,5,7,1967,56,758,0,234,992,992,0,0,992,3,6,0,1,294,204,0,600,145000
1382,57,9764,5,7,1967,56,702,0,192,894,894,0,0,894,3,5,0,2,450,0,0,0,130000
1383,,7703,6,8,1978,45,450,0,0,450,1034,0,0,1034,3,6,1,2,504,311,0,0,153000
1384,,9981,5,5,1967,56,221,0,852,1073,1073,0,0,1073,3,6,0,1,270,0,90,0,120000
1385,,7400,5,5,1984,39,104,956,0,1060,1126,0,0,1126,2,5,0,2,506,178,0,0,152000
1386,60,12900,4,4,1969,54,1198,0,0,1198,1258,0,0,1258,0,6,0,2,400,120,0,0,108959
1387,60,12900,5,4,1920,103,1300,0,0,1300,1140,0,0,1140,3,6,0,2,400,0,0,0,95541
1388,,9000,5,3,1959,64,288,0,718,1006,1006,0,0,1006,3,5,0,0,0,0,24,0,80000
1389,,8544,5,6,1966,57,0,0,1228,1228,1228,0,0,1228,3,6,0,1,271,0,65,0,149350
1390,94,9239,5,8,1963,60,634,0,326,960,960,0,0,960,3,6,0,1,300,168,0,0,144900
1391,88,14175,6,8,1956,67,776,0,212,988,1188,0,0,1188,1,4,1,2,621,102,89,0,185000
1392,,13284,5,5,1954,69,1064,0,319,1383,1383,0,0,1383,3,6,1,1,354,511,116,0,165000
1393,,13500,6,7,1960,63,429,1080,93,1602,1252,0,0,1252,1,4,1,2,564,409,0,0,235000
1394,85,13825,5,6,1958,65,0,0,533,533,1021,580,0,1601,3,6,0,1,300,280,34,0,140000
1395,60,10200,5,8,1940,83,0,0,672,672,672,0,0,672,2,4,0,1,240,168,0,0,108000
1396,,10532,5,3,1960,63,988,0,0,988,1721,0,0,1721,3,7,2,2,626,50,84,0,145000
1397,63,8375,5,7,1941,82,336,0,240,576,864,486,0,1350,2,6,0,3,627,0,0,0,152400
1398,,10200,5,8,1970,53,704,0,160,864,904,0,0,904,3,5,0,3,912,143,0,0,144000
1399,,2887,6,5,1996,27,1003,0,288,1291,1291,0,0,1291,2,6,1,2,431,307,0,0,173000
1400,83,10005,7,5,1977,46,392,0,768,1160,1156,866,0,2022,4,8,1,2,505,288,117,0,192000
1401,82,20270,7,6,1979,44,599,0,925,1524,1524,0,0,1524,3,7,2,2,478,140,0,0,245000
1402,73,39104,7,7,1954,69,226,1063,96,1385,1363,0,0,1363,2,5,2,2,439,81,0,0,241500
1403,,53227,4,6,1954,69,1116,0,248,1364,1663,0,0,1663,2,6,2,2,529,224,137,0,256000
1404,124,11512,6,7,1959,64,719,0,300,1019,1357,0,0,1357,2,5,1,1,312,0,0,0,177000
1405,50,5190,7,5,1948,75,0,0,570,570,617,462,0,1079,2,5,1,1,249,135,0,0,125600
1406,85,10452,6,5,1953,70,500,0,594,1094,1094,0,0,1094,3,5,2,2,495,0,0,0,155000
1407,75,45600,6,8,1908,115,0,0,907,907,1307,1051,0,2358,5,10,1,2,360,486,40,0,240000
1408,85,19550,5,7,1940,83,1035,0,545,1580,1518,0,0,1518,2,5,2,0,0,0,39,0,260000
1409,66,21780,6,7,1918,105,0,0,1163,1163,1163,511,0,1674,4,8,1,2,396,72,36,0,185000
1410,120,13728,6,7,1935,88,626,0,501,1127,1236,872,0,2108,4,7,2,2,540,0,0,0,235000
1411,68,9571,5,6,1956,67,870,0,639,1509,1509,0,0,1509,3,6,1,1,322,158,0,0,159900
1412,50,9350,5,5,1975,48,864,0,0,864,864,0,0,864,2,4,0,0,0,0,0,0,99600
1413,50,9360,6,8,1962,61,324,0,297,621,621,648,0,1269,3,7,0,1,280,0,236,0,134500
1414,50,8405,5,8,1900,123,241,391,229,861,961,406,0,1367,4,7,0,1,384,0,130,0,119000
1415,70,7000,5,7,1910,113,969,0,148,1117,820,527,0,1347,3,5,0,0,0,85,0,0,107500
1416,68,10880,5,5,1950,73,1040,0,124,1164,1164,0,0,1164,3,5,0,1,240,0,48,0,125000
1417,60,9600,6,5,1924,99,0,0,572,572,572,524,0,1096,2,5,0,0,0,0,8,0,79000
1418,60,9084,5,6,1941,82,236,380,0,616,616,495,0,1111,3,5,0,1,200,48,0,0,95000
1419,86,11839,7,5,1990,33,1085,0,390,1475,1532,797,0,2329,4,10,1,2,514,192,121,0,262280
1420,,9771,6,5,1995,28,779,0,298,1077,1093,1721,0,2814,4,9,1,2,614,48,32,0,260000
1421,80,9938,7,5,1994,29,1271,0,331,1602,1626,0,0,1626,3,7,1,2,534,424,40,0,226500
1422,,14171,7,5,1993,30,355,0,457,812,1101,1099,0,2200,4,9,1,2,453,168,98,0,225000
1423,85,10541,7,5,1996,27,0,0,672,672,1302,735,0,2037,3,8,1,2,472,100,33,0,229000
1424,65,10616,7,5,2007,16,0,0,628,628,628,728,0,1356,3,6,1,2,484,100,24,0,177439
1425,65,9345,8,5,2007,16,0,0,1615,1615,1615,0,0,1615,3,7,1,3,864,168,30,0,248500
1426,91,11778,9,5,2008,15,2085,0,186,2271,2276,0,0,2276,3,7,2,3,1348,0,0,0,475000
1427,91,11778,9,5,2008,15,1153,0,598,1751,1766,0,0,1766,3,8,2,3,874,216,36,0,395039
1428,59,11228,7,5,1993,30,50,531,499,1080,1080,1017,0,2097,3,9,1,3,678,196,187,0,228000
1429,,11454,8,5,1995,28,770,0,631,1401,1511,0,0,1511,3,6,1,3,811,168,42,0,225000
1430,,11500,6,6,1966,57,262,723,197,1182,1643,0,0,1643,2,6,1,2,438,339,0,0,195000
1431,79,12798,6,5,1997,26,462,0,154,616,616,1072,0,1688,4,8,0,2,603,403,114,400,200000
1432,65,9750,5,7,1994,29,722,0,268,990,990,0,0,990,3,5,0,2,528,168,0,0,155000
1433,75,9525,5,6,1995,28,0,0,1099,1099,1099,0,0,1099,3,6,0,1,352,278,0,0,144000
1434,57,9245,5,5,1994,29,686,0,304,990,990,0,0,990,3,5,0,2,672,0,0,0,145000
1435,,8696,7,5,1997,26,1308,0,110,1418,1418,0,0,1418,3,5,1,2,558,208,110,0,226001
1436,,13142,6,5,1997,26,688,0,176,864,872,899,0,1771,3,6,0,2,600,0,96,0,215700
1437,68,8998,7,5,2000,23,527,0,255,782,782,870,0,1652,3,6,0,2,532,0,70,0,207500
1438,68,9179,7,5,1999,24,633,0,240,873,882,908,0,1790,3,7,0,2,588,0,88,0,193000
1439,57,8924,7,5,1998,25,0,0,880,880,880,844,0,1724,3,8,0,2,527,120,155,0,188000
1440,93,9382,7,5,1999,24,0,0,1468,1468,1479,0,0,1479,3,6,0,2,577,120,25,0,191000
1441,88,12803,7,5,2002,21,922,0,572,1494,1494,0,0,1494,3,6,1,2,530,192,36,0,221000
1442,80,12435,7,5,2001,22,361,0,602,963,963,829,0,1792,3,7,1,2,564,0,96,0,231500
1443,75,12192,7,5,2000,23,663,0,265,928,928,895,0,1823,3,6,0,2,626,192,36,4500,235000
1444,68,11250,7,5,2001,22,486,0,434,920,920,866,0,1786,3,6,1,2,608,0,42,0,223500
1445,,9200,5,6,1975,48,280,491,167,938,938,0,0,938,3,5,0,1,308,145,0,0,130250
1446,65,8385,5,8,1977,46,595,0,390,985,985,0,0,985,3,6,0,1,328,210,0,0,149900
1447,,12250,5,6,1978,45,781,0,83,864,1174,0,0,1174,3,5,0,2,528,211,0,0,158000
1448,,10970,6,6,1978,45,505,435,0,940,1026,0,0,1026,3,5,0,2,576,0,0,0,147000
1449,,9216,5,6,1975,48,294,0,782,1076,1076,0,0,1076,3,5,1,2,576,0,0,0,143195
1450,40,14330,5,6,1975,48,88,596,180,864,1558,0,0,1558,2,5,0,2,440,140,0,0,163000
1451,88,7990,5,6,1975,48,0,0,924,924,924,0,0,924,3,5,0,1,280,0,0,0,110000
1452,60,7180,5,7,1972,51,390,0,474,864,864,0,0,864,3,5,0,1,352,0,0,0,127000
1453,60,7200,5,7,1972,51,632,0,148,780,780,0,0,780,2,4,0,1,352,196,0,0,124900
1454,75,9742,8,5,2002,21,0,0,1777,1777,1795,0,0,1795,3,7,1,2,534,171,159,0,230000
1455,75,9473,8,5,2002,21,804,0,324,1128,1128,903,0,2031,3,7,1,2,577,0,211,0,237000
1456,,10316,7,5,2000,23,735,0,257,992,992,873,0,1865,3,7,1,3,839,0,184,0,235000
1457,,10400,7,5,2001,22,0,0,1257,1257,1290,871,0,2161,3,8,1,2,570,0,84,0,230500
1458,73,9066,8,5,1999,24,668,0,336,1004,1004,848,0,1852,3,7,2,3,660,224,106,0,230000
1459,75,11404,7,5,1998,25,252,0,901,1153,1153,878,0,2031,3,8,1,2,541,192,84,0,222500
1460,,9240,8,5,2001,22,0,0,1055,1055,1055,1208,0,2263,3,7,1,2,905,0,45,0,287000
1461,,9720,9,5,2001,22,1194,0,163,1357,1366,581,0,1947,3,7,1,3,725,168,116,0,274000
1462,,14860,8,5,2002,21,1538,0,240,1778,1786,0,0,1786,3,6,1,3,715,182,35,0,300000
1463,,11250,8,5,2002,21,0,0,1128,1128,1149,1141,0,2290,4,9,1,2,779,0,0,0,255900
1464,65,8158,7,5,2003,20,550,0,334,884,884,884,0,1768,3,8,0,2,543,0,63,0,224900
1465,41,10905,7,5,2003,20,0,0,1129,1129,1129,1198,0,2327,4,9,1,2,596,0,57,0,240000
1466,72,7226,7,5,2003,20,0,0,798,798,798,842,0,1640,3,6,0,2,595,0,45,0,183000
1467,96,11690,8,5,1999,24,0,0,850,850,886,878,0,1764,3,7,1,2,560,120,29,0,207000
1468,70,8750,7,5,1994,29,642,0,273,915,933,975,0,1908,4,8,1,2,493,144,133,0,210000
1469,37,4435,6,5,2003,20,686,0,162,848,848,0,0,848,1,3,0,2,420,140,0,0,136500
1470,,4426,6,5,2004,19,662,0,186,848,848,0,0,848,1,3,0,2,420,140,0,0,145000
1471,75,13125,6,5,1997,26,994,0,484,1478,1493,0,0,1493,3,7,1,2,508,140,39,0,208900
1472,83,10126,6,5,1997,26,1593,162,83,1838,1838,0,0,1838,2,8,0,3,721,160,67,0,185000
1473,70,9135,7,5,2002,21,810,0,726,1536,1536,0,0,1536,3,7,0,2,532,192,74,0,214000
1474,65,8450,7,5,2003,20,706,0,150,856,856,854,0,1710,3,8,0,2,548,0,61,0,208500
1475,75,9750,7,5,2004,19,24,0,1421,1445,1445,0,0,1445,3,6,0,2,470,0,35,0,186500
1476,65,8450,7,5,2004,19,946,0,490,1436,1436,0,0,1436,3,8,0,2,484,139,98,0,210000
1477,64,8320,7,5,2004,19,490,0,280,770,770,812,0,1582,3,6,0,2,520,0,45,0,185900
1478,85,11049,8,5,2007,16,0,0,1234,1234,1234,0,0,1234,3,7,0,2,484,0,30,0,179900
1479,85,11058,7,6,2007,16,56,0,1508,1564,1564,0,0,1564,3,6,0,3,814,0,24,0,218836
1480,74,9627,7,5,2007,16,24,0,1327,1351,1361,0,0,1361,3,6,0,2,610,0,50,0,193000
1481,63,8199,7,5,2005,18,648,0,80,728,728,728,0,1456,3,7,1,2,410,36,18,0,189000
1482,,4426,6,5,2004,19,697,0,151,848,848,0,0,848,1,3,1,2,420,149,0,0,149300
1483,,4426,6,5,2004,19,697,0,151,848,848,0,0,848,1,3,1,2,420,149,0,0,141000
1484,,4438,6,5,2004,19,662,0,186,848,848,0,0,848,1,3,1,2,420,149,0,0,149000
1485,,4438,6,5,2004,19,662,0,186,848,848,0,0,848,1,4,1,2,420,140,0,0,144500
1486,67,8777,5,7,1910,113,0,0,796,796,796,0,0,796,2,4,0,0,0,328,0,0,85000
1487,67,8777,5,7,1900,123,1084,0,188,1272,1272,928,0,2200,4,9,0,0,0,0,70,0,145900
1488,75,9825,5,5,1966,57,609,0,483,1092,1092,0,0,1092,3,6,0,1,264,259,0,0,123000
1489,75,9937,5,6,1965,58,830,290,136,1256,1256,0,0,1256,3,6,0,1,276,736,68,0,147500
1490,64,12102,5,5,1976,47,456,0,0,456,1033,0,0,1033,3,6,0,2,504,224,0,0,165000
1491,65,6500,6,6,1976,47,1033,0,94,1127,1127,0,0,1127,3,6,1,2,480,0,0,0,135000
1492,63,13907,5,6,1940,83,290,0,706,996,996,0,0,996,3,6,1,0,0,144,0,0,108000
1493,90,10012,4,5,1972,51,920,180,38,1138,1181,0,0,1181,3,6,0,2,588,0,0,0,137500
1494,60,6931,7,5,2003,20,0,0,746,746,760,896,0,1656,3,7,1,2,397,178,128,0,165400
1495,,9638,6,6,1977,46,368,120,541,1029,1117,0,0,1117,3,6,1,2,542,292,0,0,147000
1496,72,7200,6,7,1976,47,288,0,396,684,684,714,0,1398,3,6,1,2,440,0,0,0,160500
1497,60,7024,4,5,2005,18,1024,0,108,1132,1132,0,0,1132,2,5,0,2,451,252,64,0,176000
1498,123,47007,5,7,1959,64,0,0,0,0,3820,0,0,3820,5,11,2,2,624,0,372,0,284700
1499,313,63887,10,5,2008,15,5644,0,466,6110,4692,950,0,5642,3,12,3,2,1418,214,292,0,160000
1500,35,3675,6,5,2005,18,459,0,88,547,1072,0,0,1072,2,5,0,2,525,0,28,0,148000
1501,65,6040,4,5,1955,68,0,0,0,0,1152,0,0,1152,2,6,0,0,0,0,0,0,82000
1502,65,6012,4,5,1955,68,0,0,0,0,1152,0,0,1152,2,6,0,0,0,0,0,0,82000
1503,92,12108,4,4,1955,68,133,0,1307,1440,1440,0,0,1440,4,8,0,0,0,0,0,0,118000
1504,74,6845,4,5,1955,68,0,0,0,0,1152,0,0,1152,2,6,0,0,0,0,0,0,82500
1505,56,6931,4,5,1955,68,784,0,0,784,784,0,0,784,2,4,0,0,0,112,0,0,91900
1506,60,12180,5,7,1938,85,0,0,585,585,585,468,0,1053,2,5,0,0,0,42,0,0,120000
1507,57,8050,5,8,1947,76,0,0,0,0,929,208,0,1137,4,8,0,0,0,0,0,0,96000
1508,68,9520,4,5,1953,70,767,0,144,911,930,0,0,930,2,5,0,1,286,134,0,3000,99000
1509,70,11767,5,6,1946,77,352,0,416,768,768,432,0,1200,3,6,0,1,240,0,0,0,130500
1510,60,8172,4,6,1954,69,0,0,941,941,997,473,0,1470,4,7,0,1,548,0,0,0,135000
1511,59,16466,5,7,1955,68,0,0,816,816,872,521,0,1393,3,8,0,1,300,121,0,0,135500
1512,62,7692,4,6,1954,69,0,0,416,416,1204,0,0,1204,3,6,0,1,312,0,0,0,100000
1513,67,5142,4,7,1923,100,224,0,725,949,949,343,0,1292,3,6,0,1,205,0,0,0,108000
1514,67,5604,5,6,1925,98,468,0,396,864,864,0,0,864,2,5,0,0,0,0,0,0,98000
1515,45,8248,3,3,1914,109,41,0,823,864,864,0,0,864,2,5,0,0,0,0,0,0,67000
1516,55,5687,5,6,1912,111,210,0,570,780,936,780,0,1716,6,9,0,0,0,0,184,0,135900
1517,,12155,6,8,1925,98,156,0,516,672,810,672,0,1482,4,7,0,1,400,0,0,0,140000
1518,60,8400,5,8,1939,84,378,0,342,720,1052,720,420,2192,4,8,1,1,240,262,24,0,179500
1519,60,8400,6,5,1925,98,423,0,758,1181,1390,304,0,1694,4,7,1,2,576,342,0,0,136500
1520,60,7290,7,8,1921,102,0,0,1228,1228,1424,0,0,1424,2,7,1,1,312,0,0,0,168000
1521,55,8525,5,6,1911,112,0,0,940,940,1024,940,0,1964,4,7,0,0,0,0,192,0,130000
1522,51,9842,5,6,1921,102,0,0,612,612,990,1611,0,2601,4,8,0,2,621,183,0,0,189000
1523,64,7804,6,7,1930,93,281,679,0,960,960,960,0,1920,4,10,2,2,480,248,0,0,161900
1524,66,8969,6,6,1926,97,379,0,265,644,672,644,0,1316,2,6,1,1,369,0,0,0,145000
1525,79,11526,6,7,1922,101,0,0,588,588,1423,748,384,2555,3,11,1,2,672,431,0,0,191000
1526,63,15576,6,7,1915,108,0,0,840,840,840,840,0,1680,4,8,0,1,308,0,0,0,177000
1527,63,15564,6,6,1914,109,0,0,676,676,676,588,0,1264,3,6,0,2,400,424,0,400,147500
1528,52,6292,6,5,1930,93,384,0,384,768,790,0,0,790,2,4,0,1,160,0,141,0,91000
1529,54,7609,8,9,1925,98,406,0,392,798,798,714,0,1512,3,7,1,1,180,85,16,0,231000
1530,51,10480,6,5,1936,87,0,0,1064,1064,1166,0,473,1639,3,6,0,1,240,0,0,0,115000
1531,,9650,6,3,1923,100,0,0,784,784,819,784,0,1603,4,7,1,2,599,0,217,0,138000
1532,60,7200,7,6,1931,92,0,0,776,776,851,651,0,1502,3,6,1,1,270,0,0,0,149000
1533,74,11988,6,7,1934,89,326,0,389,715,849,811,0,1660,3,6,1,1,240,0,0,0,188700
1534,,11700,5,6,1937,86,606,0,336,942,1265,673,0,1938,4,7,1,1,240,0,40,0,198000
1535,,9260,5,4,1938,85,0,0,884,884,932,442,0,1374,3,6,0,1,225,64,0,0,110000
1536,79,7801,6,5,1951,72,500,0,591,1091,1091,0,0,1091,2,5,1,1,344,66,105,0,104000
1537,100,9670,8,6,1935,88,210,0,398,608,983,890,0,1873,4,9,2,2,786,0,0,0,257076
1538,,14100,8,9,1935,88,192,0,536,728,1968,1479,0,3447,4,11,2,3,1014,314,12,0,381000
1539,,15660,7,9,1939,84,341,0,457,798,1137,817,0,1954,3,8,2,2,431,0,119,0,311500
1540,70,12392,7,9,1950,73,435,0,397,832,1218,943,0,2161,3,8,2,2,506,0,96,0,263400
1541,56,26073,5,5,1956,67,1116,0,782,1898,1898,0,0,1898,3,7,2,2,484,0,51,0,236500
1542,,14778,6,7,1954,69,728,0,568,1296,1640,0,0,1640,3,7,1,2,924,108,0,0,224000
1543,24,1879,6,6,1980,43,366,0,150,516,516,516,0,1032,2,5,1,2,462,213,0,0,116500
1544,24,1950,6,6,1980,43,81,612,23,716,716,840,0,1556,3,6,1,2,452,161,0,0,151000
1545,50,7000,6,8,1926,97,299,40,555,894,919,0,0,919,2,5,0,1,195,0,0,0,126000
1546,60,6000,6,8,1940,83,0,0,720,720,760,330,0,1090,3,5,0,1,240,0,0,0,120000
1547,40,3636,4,4,1922,101,0,0,796,796,796,0,0,796,2,5,0,0,0,0,0,0,55000
1548,,5890,6,8,1930,93,538,0,278,816,816,0,0,816,2,5,0,1,432,0,0,0,120500
1549,71,6900,5,6,1940,83,403,125,212,740,778,0,0,778,2,4,1,1,924,0,25,0,120500
1550,58,8155,5,7,1930,93,0,0,780,780,780,420,0,1200,4,7,0,0,0,0,0,0,119000
1551,75,6000,5,5,1967,56,257,0,367,624,1092,564,0,1656,3,7,1,1,288,0,180,0,126000
1552,60,7392,5,7,1930,93,0,0,520,520,912,0,0,912,2,5,0,1,360,0,90,0,99500
1553,75,9000,5,5,1958,65,330,0,821,1151,1151,804,0,1955,4,7,0,1,356,0,0,0,165500
1554,80,14584,1,5,1952,71,0,0,0,0,733,0,0,733,2,4,0,2,487,0,0,0,13100
1555,60,5280,4,7,1895,128,0,0,173,173,825,536,0,1361,2,6,0,1,185,0,123,0,89000
1556,50,8500,4,4,1920,103,0,0,649,649,649,668,0,1317,3,6,0,1,250,0,54,0,40000
1557,52,5150,4,7,1910,113,0,0,356,356,671,378,0,1049,2,5,0,1,195,0,0,0,80900
1558,120,18000,3,4,1935,88,0,0,894,894,894,0,0,894,2,6,0,3,1248,0,20,560,81000
1559,60,9000,4,6,1920,103,0,0,592,592,432,432,0,864,3,5,0,1,216,0,30,0,65000
1560,64,5587,8,5,2008,15,1480,0,120,1600,1652,0,0,1652,2,5,1,2,482,162,53,0,392500
1561,44,3843,8,5,2007,16,1476,0,120,1596,1648,0,0,1648,2,5,1,2,525,162,53,0,294464
1562,44,3811,7,5,2004,19,1474,0,120,1594,1646,0,0,1646,2,5,1,2,482,128,53,0,250000
1563,44,3842,8,5,2004,19,1373,0,221,1594,1646,0,0,1646,2,5,1,2,482,128,53,0,275000
1564,,23730,7,5,1996,27,700,0,1140,1840,2032,0,0,2032,3,7,0,3,786,0,46,0,300000
1565,,13265,8,5,2002,21,1218,0,350,1568,1689,0,0,1689,3,7,2,3,857,150,59,0,271000
1566,,11050,7,5,1996,27,0,0,910,910,910,910,0,1820,3,8,1,3,816,318,32,0,213000
1567,76,9880,6,6,1977,46,522,0,574,1096,1118,0,0,1118,3,6,1,1,358,203,0,0,171000
1568,75,10125,6,6,1977,46,641,279,276,1196,1279,0,0,1279,3,6,2,2,473,238,83,0,171500
1569,76,10260,5,4,1976,47,0,0,0,0,936,936,0,1872,4,8,0,2,484,0,0,0,100000
1570,74,9990,4,5,1991,32,1383,0,297,1680,1689,0,0,1689,3,6,1,2,432,428,120,0,228500
1571,,164660,5,6,1965,58,1249,147,103,1499,1619,167,0,1786,3,7,2,2,529,670,0,700,228950
1572,42,4084,7,6,1986,37,893,0,384,1277,1501,0,0,1501,2,6,1,2,512,240,0,0,241500
1573,,15498,8,6,1976,47,1165,400,0,1565,2898,0,0,2898,2,10,1,2,665,0,72,0,287000
1574,74,11563,8,5,2006,17,1036,0,482,1518,1537,0,0,1537,3,8,0,3,788,0,26,0,294000
1575,71,9520,8,5,2007,16,1513,0,125,1638,1646,0,0,1646,3,7,1,3,800,192,44,0,293077
1576,107,12852,8,5,2007,16,770,0,150,920,920,860,0,1780,3,6,1,2,612,0,192,0,264966
1577,73,9802,5,5,2006,17,0,0,352,352,712,730,0,1442,3,6,0,2,400,100,0,0,172500
1578,73,9735,5,5,2006,17,0,0,384,384,754,640,0,1394,3,7,0,2,400,100,0,0,167500
1579,81,12018,7,5,2008,15,0,0,796,796,796,816,0,1612,3,6,0,3,666,0,64,0,218689
1580,75,12890,6,5,1989,34,0,0,1495,1495,1495,0,0,1495,3,8,1,2,438,252,0,0,150000
1581,47,12416,6,5,1986,37,1398,208,0,1606,1651,0,0,1651,3,7,1,2,616,192,0,0,184000
1582,93,18265,6,5,1986,37,920,60,276,1256,1256,0,0,1256,3,6,1,2,578,282,0,0,180000
1583,85,10200,6,5,1988,35,783,0,678,1461,1509,0,0,1509,3,5,1,2,600,224,0,0,175000
1584,82,11202,8,5,2003,20,1029,0,403,1432,1440,0,0,1440,3,7,1,2,467,185,95,0,232500
1585,,7915,6,5,1999,24,1223,0,443,1666,1675,0,0,1675,3,6,0,2,435,165,52,0,195000
1586,85,12244,8,5,2003,20,871,0,611,1482,1482,780,0,2262,4,10,2,3,749,168,0,0,305000
1587,79,11449,8,5,2007,16,1011,0,873,1884,1728,0,0,1728,3,7,1,2,520,0,276,0,298751
1588,85,11447,8,5,2005,18,1571,0,393,1964,1964,0,0,1964,3,7,1,3,892,0,265,0,370000
1589,97,8940,7,5,1997,26,1309,0,35,1344,1344,0,0,1344,2,8,0,4,784,0,0,0,209200
1590,78,7060,7,5,1997,26,1309,0,35,1344,1344,0,0,1344,2,8,0,4,784,0,0,0,206300
1591,77,9278,5,5,2007,16,0,0,1092,1092,1092,0,0,1092,2,5,0,0,0,0,52,0,146000
1592,32,4500,6,5,1997,26,864,0,325,1189,1189,0,0,1189,2,4,0,2,392,0,122,0,160500
1593,150,14137,4,5,1964,59,865,247,88,1200,1200,0,0,1200,3,6,0,3,850,0,119,0,173000
1594,,4224,5,6,1975,48,769,0,271,1040,1040,0,0,1040,3,6,0,2,499,0,100,0,124000
1595,,2665,5,6,1976,47,0,0,264,264,616,688,0,1304,3,4,1,1,336,141,24,0,115000
1596,41,2665,5,7,1976,47,318,0,232,550,925,550,0,1475,4,6,1,1,336,92,26,0,129500
1597,21,1974,4,7,1973,50,501,0,25,526,526,462,0,988,2,5,0,1,297,120,101,0,105000
1598,21,1596,4,6,1973,50,437,0,25,462,526,462,0,988,1,4,1,1,297,0,101,0,94900
1599,,17979,5,6,1968,55,785,0,328,1113,1160,0,0,1160,3,6,0,1,257,81,0,500,152500
1600,21,1477,6,9,1970,53,358,0,188,546,546,546,0,1092,3,6,0,0,0,187,0,0,98000
1601,21,1890,4,7,1972,51,495,0,135,630,630,0,0,630,1,3,0,0,0,88,0,0,81000
1602,100,21750,5,5,1954,69,0,0,988,988,988,0,0,988,2,4,0,2,520,0,0,0,113000
1603,59,6490,5,7,1983,40,534,0,282,816,816,0,0,816,2,4,0,1,264,315,0,0,128500
1604,37,6951,5,5,1984,39,658,0,218,876,923,0,0,923,3,5,0,1,264,362,0,0,119500
1605,60,6600,5,9,1982,41,641,0,175,816,816,0,0,816,3,5,1,1,264,0,0,0,130500
1606,60,6600,5,8,1982,41,816,0,0,816,816,0,0,816,2,4,0,2,816,0,0,0,138000
1607,60,6600,5,6,1982,41,638,0,207,845,845,0,0,845,3,6,0,1,264,0,0,0,134500
1608,75,12508,6,7,1940,83,660,0,323,983,983,767,0,1750,4,7,0,1,423,245,0,1300,160000
1609,74,12395,5,6,1984,39,647,0,217,864,889,0,0,889,3,6,0,2,484,0,0,0,137500
1610,,11075,5,4,1969,54,562,193,29,784,1168,800,0,1968,4,7,1,2,530,305,189,400,172000
1611,,56600,5,1,1900,123,0,0,686,686,1150,686,0,1836,4,7,0,1,288,0,0,0,103000
1612,85,10667,6,6,1971,52,838,0,749,1587,1587,0,0,1587,3,7,1,2,525,0,44,0,167300
1613,85,10628,7,5,1970,53,778,0,499,1277,1277,0,0,1277,2,5,1,2,526,0,0,0,167000
1614,95,13651,7,6,1973,50,1880,0,343,2223,2223,0,0,2223,3,8,2,2,516,300,0,0,244000
1615,95,15865,8,6,1970,53,351,823,1043,2217,2217,0,0,2217,4,8,1,2,621,81,207,0,268000
1616,,12394,7,5,2003,20,0,0,847,847,847,886,0,1733,3,7,1,2,433,100,48,0,225000
1617,,10364,6,5,1995,28,0,0,806,806,806,766,0,1572,3,7,1,2,373,0,40,0,168000
1618,,13869,6,6,1997,26,182,0,612,794,794,676,0,1470,3,6,0,2,388,0,75,0,177000
1619,57,8773,6,5,1997,26,0,0,916,916,916,684,0,1600,3,7,1,2,460,100,38,0,169000
1620,56,8872,6,5,1997,26,0,0,384,384,754,630,0,1384,3,7,1,2,390,0,0,0,161500
1621,41,5330,8,5,2000,23,1196,0,298,1494,1652,0,0,1652,2,6,0,2,499,96,48,0,251000
